OBJECTID,Boro,Type,Provider,Name,Location,Latitude,Longitude,X,Y,Location_T,Remarks,City,SSID
967,BX,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,985 BRUCKNER BOULEVARD,40.8199205,-73.89123208,1014355,238015.0001,Payphone,Outdoor Installation,Bronx,NYC Free WiFi
968,BX,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,931 WESTCHESTER AVENUE,40.82186665,-73.89737833,1012653,238722,Payphone,Outdoor Installation,Bronx,NYC Free WiFi
969,BX,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,850 LONGWOOD AVENUE,40.81939993,-73.901425,1011534,237822.0001,Payphone,Outdoor Installation,Bronx,NYC Free WiFi
970,BK,Free,"VAN WAGNER KIOSK ADVERTISING, LLC",Public Pay Telephone,1 GALLATIN PLACE,40.69095702,-73.98654976,987980.0001,191010.9999,Payphone,Outdoor Installation,Brooklyn,NYC Free WiFi
971,BK,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,378 MYRTLE AVENUE,40.69317195,-73.97109003,992267,191818.9999,Payphone,Outdoor Installation,Brooklyn,NYC Free WiFi
972,MN,Free,"TITAN OUTDOOR COMMUNICATIONS, INC.",Public Pay Telephone,458 7 AVENUE,40.751515,-73.99025144,986951.0002,213074.0001,Payphone,Outdoor Installation,New York,NYC Free WiFi
973,MN,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,4220 BROADWAY,40.84902381,-73.93696256,1001690,248605.9999,Payphone,Outdoor Installation,New York,NYC Free WiFi
974,MN,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,2878 BROADWAY,40.80535383,-73.96582174,993712.0001,232690.9999,Payphone,Outdoor Installation,New York,NYC Free WiFi
975,MN,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,1398 ST NICHOLAS AVENUE,40.84852828,-73.93429914,1002427,248425.9999,Payphone,Outdoor Installation,New York,NYC Free WiFi
976,QU,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,90-13 ROOSEVELT AVENUE,40.74846248,-73.87609679,1018581,211986,Payphone,Outdoor Installation,Queens,NYC Free WiFi
977,QU,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,103-02 ROOSEVELT AVENUE,40.74950947,-73.86266163,1022303,212372.9998,Payphone,Outdoor Installation,Queens,NYC Free WiFi
978,MN,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,1741 BROADWAY,40.76518559,-73.98208727,989211.9999,218055,Payphone,Outdoor Installation,New York,NYC Free WiFi
979,MN,Free,"TITAN OUTDOOR COMMUNICATIONS, INC.",Public Pay Telephone,410 MADISON AVENUE,40.75651396,-73.97658149,990738.0001,214896,Payphone,Outdoor Installation,New York,NYC Free WiFi
980,BK,Free,"VAN WAGNER KIOSK ADVERTISING, LLC",Public Pay Telephone,7 HANOVER PLACE,40.68912567,-73.98224833,989173,190343.9999,Payphone,Outdoor Installation,Brooklyn,NYC Free WiFi
981,MN,Free,TELEBEAM TELECOMMUNICATIONS CORPORATION,Public Pay Telephone,112 WEST 67 STREET,40.77456434,-73.98194033,989252.0002,221472,Payphone,Outdoor Installation,New York,NYC Free WiFi
982,SI,Free,"VAN WAGNER KIOSK ADVERTISING, LLC",Public Pay Telephone,3901 RICHMOND AVENUE,40.54297614,-74.16390237,938695.9999,137140,Payphone,Outdoor Installation,Staten Island,NYC Free WiFi
983,MN,Free,"VAN WAGNER KIOSK ADVERTISING, LLC",Public Pay Telephone,857 3 AVENUE,40.75697627,-73.9699109,992586,215065,Payphone,Outdoor Installation,New York,NYC Free WiFi
1012,MN,Free,Transit Wireless,5th Avenue - 7,5th Avenue and East 42 Street,40.753827,-73.981967,989246.1681,213916.7008,Subway Station,SN 466,New York,Free Boingo WiFi
1013,MN,Free,Transit Wireless,66th Street ̢���� (Lincoln Center) - 1,66th St. ̢���� Broadway (Lincoln Center),40.77344,-73.982209,989177.6689,221062.3486,Subway Station,SN 314,New York,Free Boingo WiFi
1014,MN,Free,Transit Wireless,"72nd St. ̢���� Broadway - 1, 2, 3",72nd Street - Broadway,40.778453,-73.98197,989243.49,222888.7665,Subway Station,SN 313,New York,Free Boingo WiFi
1015,MN,Free,Transit Wireless,"72nd Street - Central Park West - B, C",72nd Street - Central Park West,40.775594,-73.976417,990781.6989,221847.5019,Subway Station,SN 160,New York,Free Boingo WiFi
1016,MN,Free,Transit Wireless,79th Street - 1,79th Street - Broadway,40.783934,-73.979917,989811.6198,224885.8042,Subway Station,SN 312,New York,Free Boingo WiFi
1017,MN,Free,Transit Wireless,"7th Avenue - B, D, E",7th Avenue - 53rd Street,40.762862,-73.981637,989336.9068,217208.4652,Subway Station,SN 277,New York,Free Boingo WiFi
1018,MN,Free,Transit Wireless,8 Avenue - L,8 Avenue and West 14th Street,40.739777,-74.002578,983535.5966,208797.3315,Subway Station,SN 115,New York,Free Boingo WiFi
1019,MN,Free,Transit Wireless,"81st Street - Museum of Natural History - B, C",81st Street - Museum of Natural History,40.781433,-73.972143,991964.7769,223975.1942,Subway Station,SN 159,New York,Free Boingo WiFi
1020,MN,Free,Transit Wireless,86th Street - 1,86th Street - Broadway,40.788644,-73.976218,990835.5245,226602.0747,Subway Station,SN 311,New York,Free Boingo WiFi
1021,MN,Free,Transit Wireless,"86th Street - Central Park West - B, C",86th Street - Central Park West,40.785868,-73.968916,992857.8958,225591.3163,Subway Station,SN 158,New York,Free Boingo WiFi
1022,MN,Free,Transit Wireless,"96th Street - Central Park West - B, C",96th Street - Central Park West,40.791644,-73.964694,994026.2193,227696.1542,Subway Station,SN 157,New York,Free Boingo WiFi
1023,MN,Free,Transit Wireless,"96th Street - Broadway - 1, 2, 3",96th Street - Broadway,40.793919,-73.972323,991913.4899,228524.2559,Subway Station,SN 310,New York,Free Boingo WiFi
1024,MN,Free,Transit Wireless,Grand Central - 7,Lexington Avenue and East 42 Street,40.75143,-73.97604,990888.5235,213043.7895,Subway Station,SN 465,New York,Free Boingo WiFi
1025,MN,Free,Transit Wireless,"Grand Central - 4, 5, 6",Lexington Avenue and East 42 Street,40.75177,-73.976862,990660.7418,213167.6013,Subway Station,SN 402,New York,Free Boingo WiFi
1026,MN,Free,Transit Wireless,Grand Central Shuttle  - S,Times Square - 42nd Street,40.752769,-73.979189,990015.9238,213531.4076,Subway Station,SN 468,New York,Free Boingo WiFi
1027,MN,Free,Transit Wireless,Times Square - 7,Times Square - 42nd Street,40.755477,-73.987716,987653.2832,214517.5736,Subway Station,SN 467,New York,Free Boingo WiFi
1028,MN,Free,Transit Wireless,"Times Square - N, Q, R",Times Square - 42nd Street,40.754669,-73.986754,987919.8499,214223.2317,Subway Station,SN 11,New York,Free Boingo WiFi
1029,MN,Free,Transit Wireless,"Times Square - 1, 2, 3",Times Square - 42nd Street,40.75529,-73.987513,987709.5341,214449.4514,Subway Station,SN 317,New York,Free Boingo WiFi
1030,MN,Free,Transit Wireless,Times Square Shuttle - S,Times Square Shuttle ̢���� 42nd Street,40.755983,-73.986229,988065.2279,214701.987,Subway Station,SN 469,New York,Free Boingo WiFi
